text,label,source,label_id
can you help me to list the damn allowed payment methods?,Hot,huggingface,0
Referred by an existing client but still gathering requirements internally. Nurture carefully.,Warm,synthetic,1
not going to move forward even after the positive pilot results. leadership changed direction.,Cold,synthetic,2
how do I speak to customer service?,Warm,huggingface,1
can you help me check in which cases can I ask for a refund?,Cold,huggingface,2
how do I report errors with online payments ?,Hot,huggingface,0
Very enthusiastic on the call but told me they won't make a decision without a full 60-day trial first.,Warm,synthetic,1
I am trying to find information about a {{Account Type}} account removal,Cold,huggingface,2
Legal is currently reviewing our MSA; procurement says PO can be issued within 48 hours of sign-off.,Hot,synthetic,0
Iam looking for information about opening a {{Account Category}} account,Hot,huggingface,0
"Classic evaluator -- detail-oriented, want to see everything, not ready to commit. Nurture.",Warm,synthetic,1
"I need to know if there are any news on my rebate, help me",Cold,huggingface,2
I am trying to inform of errors with registrations,Warm,huggingface,1
how can I cancel my subscription to your neswletter?,Warm,huggingface,1
how can i see the status of my subscription to ur newsletter,Warm,huggingface,1
Not the easiest sale -- lots of internal resistance -- but the CTO overrode the committee and signed off personally.,Hot,synthetic,0
how do I see at what time customer assistance available is?,Warm,huggingface,1
can you help me creating a pro account?,Hot,huggingface,0
I am trying to unsubscribe from your company newsletter,Warm,huggingface,1
Urgently requesting a demo -- but they do this with every vendor in their annual review. Not a hot signal.,Warm,synthetic,1
how can I report errors with online payments?,Hot,huggingface,0
I am trying to check your money back guarantee,Cold,huggingface,2
how do I create a platinum account?,Hot,huggingface,0
how can i know if there is anything wrong with my refund,Cold,huggingface,2
"Prospect is in early-stage evaluation, comparing at least four vendors. No timeline shared yet",Warm,synthetic,1
Can we get the contract finalized this week? We have a hard deadline from our board.,Hot,synthetic,0
budget approved proceed fast,Hot,synthetic,0
how can I get in touch with customer support?,Warm,huggingface,1
can you help me to report a trouble with payments?,Hot,huggingface,0
can you help me obtain a compensation of my money?,Cold,huggingface,2
can you help me to report an issue with signup?,Warm,huggingface,1
"This account is cooked. Ghost for 3 months, then replied to say they went with someone else.",Cold,synthetic,2
I want assistance to notify of problems with an sign-up,Warm,huggingface,1
We poured effort into this account and hit a brick wall every single time.,Cold,synthetic,2
Their entire leadership team is on the same page now. The door isn't just open -- they're holding it for us.,Hot,synthetic,0
"sent the proposal monday, they responded tuesday with minor changes. this is moving.",Hot,synthetic,0
Engaged positively on LinkedIn -- commented on two posts this week. Moving in the right direction.,Warm,synthetic,1
can you help me seeing your refund policy?,Cold,huggingface,2
how do I speak to an assistant?,Warm,huggingface,1
want help to report an issue with online payments,Hot,huggingface,0
Their IT team has already started prepping the integration environment. They're committed.,Hot,synthetic,0
want assistance speaking with a live agent,Warm,huggingface,1
Our team has decided to deprioritize this initiative entirely. We won't be moving forward.,Cold,synthetic,2
I don't know how I could file a claim,Cold,huggingface,2
how can I make a customer complaint against your company?,Cold,huggingface,2
I cannot see the status of my compensation,Cold,huggingface,2
selected another vendor,Cold,synthetic,2
I have to see in what cases can I ask for a reimbursement,Cold,huggingface,2
how can i see the accepted payment modalities,Hot,huggingface,0
Stakeholder confirmed via phone they've allocated their entire tech budget for the year already.,Cold,synthetic,2
how can I notify of problems with payment?,Hot,huggingface,0
I'm waiting for a reimbursement of {{Refund Amount}} dollars,Cold,huggingface,2
assistance seeingur payment methods,Hot,huggingface,0
I have a problem with creating a {{Account Category}} account,Hot,huggingface,0
where do i report a registration problem,Warm,huggingface,1
can you help me to create a freemium account?,Hot,huggingface,0
how do i demand refunds of my money,Cold,huggingface,2
"attended demo, liked it, comparing w/ 2 others. no timeline given",Warm,synthetic,1
need help seeing the fucking withdrawal charge,Cold,huggingface,2
"they kinda interested but no decision anytime soon. add to nurture seq, revisit q3",Warm,synthetic,1
how can i contact a live agent,Warm,huggingface,1
how can I check if there is anything new on the restitution?,Cold,huggingface,2
Didn't respond to 4 emails then sent a calendar invite for a contract review. We're back on.,Hot,synthetic,0
open freemium account for wife,Hot,huggingface,0
can you help me to see the compensation current status?,Cold,huggingface,2
can you help me inform of a fucking signup issue?,Warm,huggingface,1
I don't know how to contact a person,Warm,huggingface,1
I need help to notify of a trouble with payment,Hot,huggingface,0
how do i inform of troubles with online payment,Hot,huggingface,0
how do I see if there are any updates on my compensation?,Cold,huggingface,2
how do I talk to an assistant?,Warm,huggingface,1
"I have to unsubscribe to the company newsletter, I need help",Warm,huggingface,1
need help to make a complaint against ur company,Cold,huggingface,2
the experience with ur brand was bad file a claim,Cold,huggingface,2
We don't have budget for this and the situation won't change this fiscal year. Thank you.,Cold,synthetic,2
how do i notify of a problem with online payments,Hot,huggingface,0
can i make a customer reclamation against ur company,Cold,huggingface,2
No interest whatsoever. They were just attending our webinar for educational content.,Cold,synthetic,2
I do not know what to do to sign up to the newsletter,Warm,huggingface,1
executive sponsor is enthusiastic -- but has no authority. the actual decision-maker declined.,Cold,synthetic,2
can you help me to see the restitution status?,Cold,huggingface,2
is it possible to see the early exit penalties,Cold,huggingface,2
Won't accept delays -- their CTO said implementation must begin in the next two weeks.,Hot,synthetic,0
Their CTO killed it. Said they're building their own internal tool and won't be buying.,Cold,synthetic,2
how do I see the allowed payment methods?,Hot,huggingface,0
i have got to obtain a reimbursement of my money,Cold,huggingface,2
They strung us along through four demos just to get competitive pricing for their existing vendor.,Cold,synthetic,2
I need to make a claim against your company,Cold,huggingface,2
I need assistance listing your vaailable payment modalities,Hot,huggingface,0
CXO aprvd. snd contract asap. they hv 6wk implementation window,Hot,synthetic,0
this account is radioactive now. multiple aggressive outreach attempts have burned our brand with them.,Cold,synthetic,2
Budget hasn't been officially allocated but the CFO told our AE 'consider it done' in a sidebar.,Hot,synthetic,0
I want to know about receiving your corporate neswletter,Warm,huggingface,1
can uhelp me speak with an operator,Warm,huggingface,1
how do I check your available payment options?,Hot,huggingface,0
We've made our decision. Moving forward with your platform. Implementation start: March 1.,Hot,synthetic,0
how do I see your payment modalities?,Hot,huggingface,0
Mentioned they're building a business case to present to leadership. Active but not close.,Warm,synthetic,1
"Tried everything. Three calls, two demos, a custom deck -- they just don't see the value.",Cold,synthetic,2
help me reporting an issue wigh online payment,Hot,huggingface,0
how to see the termination penalty,Cold,huggingface,2
can uhelp me requesting reimbursements of my money,Cold,huggingface,2
where to notify of problems with online payments?,Hot,huggingface,0
I don't know what I have to do to lodge a customer claim,Cold,huggingface,2
I have a question about opening {{Account Category}} accounts,Hot,huggingface,0
can you help me inform of a problem with signup?,Warm,huggingface,1
"Implementation timeline requested -- they want to go live before end of fiscal year, which is 6 weeks away.",Hot,synthetic,0
I don't know how to speak with a human agent,Warm,huggingface,1
can you help me filing a complaiont?,Cold,huggingface,2
i try to check the termination epnalties,Cold,huggingface,2
"I never use my {{Account Category}} account, could I cancel it?",Cold,huggingface,2
"3rd demo, still no decision. actually just using our calls for competitor intel. drop them",Cold,synthetic,2
how can I create a gold account for my fiance?,Hot,huggingface,0
how can I speak to customer assistance?,Warm,huggingface,1
"vp likes us but budget not avail til fy26. keep contact warm, monthly touchpoints",Warm,synthetic,1
how can I open a platinum account?,Hot,huggingface,0
I don't know how I can check the withdrawal fees,Cold,huggingface,2
can you help me to ask for a reimbursement of my money?,Cold,huggingface,2
can you help me checking the cancellation charge?,Cold,huggingface,2
how can I receive the newsletter?,Warm,huggingface,1
how can i see what payment payment modalities are available,Hot,huggingface,0
how can I check your payment methods?,Hot,huggingface,0
reimburse {{Refund Amount}} dollars,Cold,huggingface,2
Replied to our last email saying 'we've decided not to pursue this and please stop emailing us.',Cold,synthetic,2
"ghost for 4mo, finally replied: 'went w/ competitor, stop emailing'",Cold,synthetic,2
how can I speak to a human agent?,Warm,huggingface,1
can you help me to talk with an agent?,Warm,huggingface,1
i want assistance reporfting an error with signup,Warm,huggingface,1
the cro jumped on the call himself. that's a buying signal if i've ever seen one.,Hot,synthetic,0
Not willing to let another quarter pass -- they're pushing their own procurement team to expedite.,Hot,synthetic,0
how can I checkthe cancellation charges?,Cold,huggingface,2
I am trying to list the allowed payment methods,Hot,huggingface,0
can you help me to obtain compensations of my money?,Cold,huggingface,2
can ya help me to create a {{Account Type}} account for my fiance,Hot,huggingface,0
how can I get information about my newsletter subscription?,Warm,huggingface,1
I want help reporting sign-up issues,Warm,huggingface,1
"Not ready to commit just yet, but genuinely interested in what we're building.",Warm,synthetic,1
wanna notify of a trouble with online payments,Hot,huggingface,0
Customer success manager cc'd on last email -- they've started internal onboarding prep already.,Hot,synthetic,0
Spoke with their procurement lead -- they've selected us and want contracts by Thursday.,Hot,synthetic,0
how do Ispeak with customer service?,Warm,huggingface,1
The sales director described it as a 'no-brainer' and said the team has been waiting for this kind of tool.,Hot,synthetic,0
how can i get information about receiving ur newsletter,Warm,huggingface,1
i dont know what i need to do to cancel a platinum account,Cold,huggingface,2
can I list your allowed payment modalities?,Hot,huggingface,0
Replied to our nurture sequence for the first time. Short response but expressed interest in a call.,Warm,synthetic,1
what do I need to do to lodge a claim against your company?,Cold,huggingface,2
We've been chasing a ghost for three months. Time to cut our losses.,Cold,synthetic,2
can you help me checking the bloody cancellation penalty?,Cold,huggingface,2
I'd like informatoin about opening platinum accounts,Hot,huggingface,0
budget freeze thru EOY. told us explicitly dont reach out til jan 2027,Cold,synthetic,2
can you help me see my reimbursement status?,Cold,huggingface,2
can you help me filing a claim against your organization?,Cold,huggingface,2
"I have to see my restitution status, how to do it?",Cold,huggingface,2
how do i see if there are any news on the restitution,Cold,huggingface,2
where can I report a problem with a signup?,Warm,huggingface,1
how do i file a consumer claim against ur business,Cold,huggingface,2
can I contact customer assistance?,Warm,huggingface,1
how can i see ur allowed payment methods,Hot,huggingface,0
can ya help me cancelling my {{Account Type}} account,Cold,huggingface,2
i do not know how to unsubscribe to ur corporate newsletter,Warm,huggingface,1
"Budget is approved -- but it's allocated for a different project, not ours. Still in early conversations.",Warm,synthetic,1
i have got to inform of issues with payments,Hot,huggingface,0
3 missed calls from their ops lead. wants to finalize before EOQ no matter what,Hot,synthetic,0
can you help me filing an reclamation against your company?,Cold,huggingface,2
how can i find information about {{Account Type}} account removasl,Cold,huggingface,2
want help to report issues with signup,Warm,huggingface,1
could you help me create a standard account for my daughter?,Hot,huggingface,0
can you help me check the termination charge?,Cold,huggingface,2
Wants to see an integration demo specifically -- real interest but one key blocker to resolve first.,Warm,synthetic,1
"Warm but slow-moving account. Check in monthly, don't push too hard or we'll lose them.",Warm,synthetic,1
can you help me to lodge a claim against your business?,Cold,huggingface,2
how do i sign up to thhe corporate newsletter,Warm,huggingface,1
show me the allowed paymeny modalities,Hot,huggingface,0
I have a question about the termination of a {{Account Type}} account,Cold,huggingface,2
ceo blocked our domain after 6 cold emails from diff reps. burned.,Cold,synthetic,2
how do i check at what time i can call customer service,Warm,huggingface,1
i have to sign up to the corporae newsletter help me,Warm,huggingface,1
how can I inform of an error with a signup?,Warm,huggingface,1
can you help me to see your allowed payment modalities?,Hot,huggingface,0
Can't justify the cost -- they said this clearly and asked us to stop following up.,Cold,synthetic,2
I am trying to check my rebate status,Cold,huggingface,2
help me canceling the corporate newsletter subscription,Warm,huggingface,1
help to cancel the subscription to your newsletter,Warm,huggingface,1
I have to notify of registration errors,Warm,huggingface,1
can you help me closing a standard account?,Cold,huggingface,2
how do I ddmand refunds of my money?,Cold,huggingface,2
"Despite two product demos and a custom proposal, they chose to build in-house instead.",Cold,synthetic,2
can you help me make a claim against your company?,Cold,huggingface,2
how can I check the early exit fees?,Cold,huggingface,2
how do i request a compensation of my money,Cold,huggingface,2
question about my {{Account Type}} account cancellation,Cold,huggingface,2
can you help me see the current status of the rebate?,Cold,huggingface,2
how do I check the termination charge?,Cold,huggingface,2
I don't know what I have to do to see the restitution status,Cold,huggingface,2
"I have not signed up yet, how to create a {{Account Type}} account?",Hot,huggingface,0
can you help me reporting problems with online payment?,Hot,huggingface,0
boss asking for quote today,Hot,synthetic,0
assistance to speak with a live agent,Warm,huggingface,1
Said 'we're not in a rush' but also asked for a contract to review over the weekend. Classic buyer behavior.,Hot,synthetic,0
We attended your webinar last week and found it valuable. We'd be open to a short discovery call.,Warm,synthetic,1
how can i inform of problems with online payment,Hot,huggingface,0
how do I demand a bloody compensation of my money?,Cold,huggingface,2
how do I know if there is anything new on my compensation?,Cold,huggingface,2
We've officially run out of road with this account. Time to close the file,Cold,synthetic,2
The whole team they were working with got laid off. No one left to champion this,Cold,synthetic,2
can you show me what damn payment methods are allowed?,Hot,huggingface,0
Nice company but wrong fit. They operate at a scale we don't serve. Close this out,Cold,synthetic,2
can you help me to see your accepted payment modalities ?,Hot,huggingface,0
Loved the demo but their board decided to cut the entire initiative from the roadmap.,Cold,synthetic,2
"asked for our contract template -- just to understand terms, not ready to negotiate yet.",Warm,synthetic,1
can you show me in which situations can I ask for refunds?,Cold,huggingface,2
I expect a restitution of {{Refund Amount}} dollars,Cold,huggingface,2
"Mentioned they have a vendor already, but are actively switching and have asked us to begin migration planning.",Hot,synthetic,0
can you help me speaking with a live agent?,Warm,huggingface,1
I want to know more about my newsletter subscription,Warm,huggingface,1
how to cancel a {{Account Type}} account?,Cold,huggingface,2
can you help me report a payment issue?,Hot,huggingface,0
I am trying to report a payment error,Hot,huggingface,0
how do I check if there are any updates on the restitution?,Cold,huggingface,2
I am trying to see the current status of the compensation,Cold,huggingface,2
I am trying to check how long reimbursements usually tke,Cold,huggingface,2
"CRM entry: 8 touchpoints, 0 responses. Trial expired unused. Move to cold archive.",Cold,synthetic,2
I need to know if there is anything new on the restitution,Cold,huggingface,2
see your available payment options,Hot,huggingface,0
they said 'we're all set' = they bought elsewhere. mark closed-lost,Cold,synthetic,2
downloaded the roi whitepaper and clicked through to the pricing page. signs of genuine curiosity.,Warm,synthetic,1
I am trying to sign up to the newsletter,Warm,huggingface,1
can you help me opening a pro account?,Hot,huggingface,0
"Account escalated: executive sponsor confirmed this is the #1 initiative for Q3, needs kickoff before month-end.",Hot,synthetic,0
can you help me to check what payment options you accept?,Hot,huggingface,0
how can I notify of problems with online payments?,Hot,huggingface,0
"Sales director said 'let's not waste time, we want this done before the holidays.'",Hot,synthetic,0
can I see the termination charges?,Cold,huggingface,2
"Guy told me flat out -- 'we're going with you, just get the contract over.'",Hot,synthetic,0
I want help to see aat what time I can call customer support,Warm,huggingface,1
can you help me talking to customer service ?,Warm,huggingface,1
I need help to talk to custmoer service,Warm,huggingface,1
Doesn't have budget this quarter but put us on the shortlist for next cycle.,Warm,synthetic,1
can you help me receiving refunds?,Cold,huggingface,2
can uhelp me to chat with somebody,Warm,huggingface,1
They signed a three-year contract with our main competitor last month. No re-engagement path.,Cold,synthetic,2
I want to inform of a registration issue,Warm,huggingface,1
how do i notify of errors with payment,Hot,huggingface,0
Not planning to wait any longer -- they want the contract signed before the weekend.,Hot,synthetic,0
"Not the right time according to their roadmap, but they want to stay in touch.",Warm,synthetic,1
They were interested a year ago. Now they've moved on and don't remember who we are.,Cold,synthetic,2
I want help seeing your available payment options,Hot,huggingface,0
Last interaction was 120 days ago. All subsequent emails bounced. No alternate contact found.,Cold,synthetic,2
"Had a productive discovery call. They're exploring options, no urgency yet, revisit in 45 days.",Warm,synthetic,1
They've already drafted the integration architecture with our API. Serious commitment signal,Hot,synthetic,0
I'm trying to open a platinum account for my fiance,Hot,huggingface,0
can you help me see whzt payment options are allowed?,Hot,huggingface,0
"They initially said they weren't interested, but after the pilot demo completely changed their position. Ready to sign.",Hot,synthetic,0
"Hi, I came across your platform and had a few questions about enterprise pricing. Could we set up a call?",Warm,synthetic,1
can I see at what time I can call customer service ?,Warm,huggingface,1
how can I find information about openinga pro account?,Hot,huggingface,0
I need assistance with opening a {{Account Type}} acount,Hot,huggingface,0
tell me what payment options are available,Hot,huggingface,0
i dont know what i have to do to contact a person,Warm,huggingface,1
i dont know how i can see the termination penalties,Cold,huggingface,2
I need help to receive an reimbursement of money,Cold,huggingface,2
"requested pricing -- for a planning conversation with their board, not for a purchase decision.",Warm,synthetic,1
Burned this bridge trying to follow up too aggressively. They complained to our manager.,Cold,synthetic,2
won verbal commitment. PO #TF-2291 being raised. dont let this slip!!,Hot,synthetic,0
"Thank you for reaching out, but we've decided not to pursue any new tools at this time.",Cold,synthetic,2
I am having an online registration error,Warm,huggingface,1
I do not know what to do to talk with someone,Warm,huggingface,1
i need information about the termination of my {{Account Type}} account,Cold,huggingface,2
They went quiet for 3 weeks then called today wanting to accelerate the timeline. Moving to close.,Hot,synthetic,0
how can i list the allowed paymet methods,Hot,huggingface,0
want help informing of an issue with online payments,Hot,huggingface,0
can you show me the termination fees?,Cold,huggingface,2
This lead has gone completely dark. Every channel we've tried has hit a wall,Cold,synthetic,2
Thanks for the demo -- it looks really interesting. We're exploring a few options right now and will be in touch.,Warm,synthetic,1
I do not know what I have to do to get a refund,Cold,huggingface,2
i want help to contact customer assistance,Warm,huggingface,1
can you help me to open a freemium account?,Hot,huggingface,0
how do I check the termination penalties ?,Cold,huggingface,2
how can I subscribe to the corporate newsletter?,Warm,huggingface,1
I want to know more about creating a {{Account Category}} cacount,Hot,huggingface,0
can you help me obtaining refunds of my money?,Cold,huggingface,2
I am trying to see in what cases can I request refunds,Cold,huggingface,2
Our CTO signed off on the technical architecture. We're ready to commit. Please send final pricing.,Hot,synthetic,0
can you tell me your allowed payment modalities?,Hot,huggingface,0
need assistance seeing ur accepted payment methods,Hot,huggingface,0
He compared us favorably to competitors but said 'the timing just isn't right yet.',Warm,synthetic,1
I need help to chat with a live avent,Warm,huggingface,1
how can I sign up to your corporate nnewsletter?,Warm,huggingface,1
assistance notifying of issues with a registration,Warm,huggingface,1
I need to inform of a trouble with online payment,Hot,huggingface,0
i canno notify of errors with a sign-up,Warm,huggingface,1
how can i file a complaint against ur organization,Cold,huggingface,2
I have to contact an assistant,Warm,huggingface,1
"all three evaluation criteria met. they're in final negotiation mode, asked for our best pricing.",Hot,synthetic,0
need help with creating my {{Account Category}} account,Hot,huggingface,0
i dont know what to do to speak to customer support,Warm,huggingface,1
I am trying to file a rreclamation against your business,Cold,huggingface,2
how do i check what hours i can call customer assistance,Warm,huggingface,1
replied finally! wants more info on integrations. not ready to buy but def interested,Warm,synthetic,1
Just got board sign-off. We're a go. Let's schedule the kickoff call for next week,Hot,synthetic,0
can you help me receive goddamn compensations of money?,Cold,huggingface,2
help filing a consumer complaint against ur business,Cold,huggingface,2
Asked thoughtful questions about our security certifications -- they're doing real due diligence.,Warm,synthetic,1
can you help me to check the early termination charge ?,Cold,huggingface,2
how do i report problems with a registration,Warm,huggingface,1
can you help me to solve errors with payment?,Hot,huggingface,0
They said 'send us the contract' -- but it's been sitting in their inbox unsigned for 8 weeks now,Cold,synthetic,2
how can i file a consumre claim against ur organization,Cold,huggingface,2
Like a ship that's already sailed -- they made their decision months ago without telling us.,Cold,synthetic,2
can you help me to notify of a problem with online payment?,Hot,huggingface,0
can you show me the withdrawal charge?,Cold,huggingface,2
"We're currently in the research phase and are not ready to make any decisions yet, but I'd love to learn more.",Warm,synthetic,1
I need to see the early exit fees,Cold,huggingface,2
Just wanted to follow up on my earlier inquiry. We're still gathering information before making any decisions.,Warm,synthetic,1
They asked me how long implementation takes. Not 'if' -- 'how long.' That's a close.,Hot,synthetic,0
"I have to call customer service, could you help me?",Warm,huggingface,1
how can I track the compensation?,Cold,huggingface,2
how can i lodge a cuxtomer complaint against ur organization,Cold,huggingface,2
how can I create a {{Account Type}} account for my fiance?,Hot,huggingface,0
Their champion told me under the table that budget was cleared last week. Just paperwork left.,Hot,synthetic,0
Expressed interest in a pilot but said Q1 budget is locked. May unlock discretionary funds in Q2.,Warm,synthetic,1
where do i receive ur company newsletter,Warm,huggingface,1
i d not know how i can check the payment methods,Hot,huggingface,0
what do I need to do to call customer assistance?,Warm,huggingface,1
how do I list the allowed payment options?,Hot,huggingface,0
i do not know what i have to do to chat with somebody,Warm,huggingface,1
how do I see at what time I can contact customer service?,Warm,huggingface,1
"I have got to receive your newsletter, can you help me?",Warm,huggingface,1
Can you send over your product documentation? We have an internal review process and want to do our homework,Warm,synthetic,1
"Strong initial interest but after internal review, their IT team flagged security compliance issues.",Cold,synthetic,2
They're still dipping their toes in the water. Interested but not ready to jump.,Warm,synthetic,1
"Following an internal review, we've determined your solution isn't the right fit. Thanks anyway",Cold,synthetic,2
what do i have to do to list ur allowed payment options,Hot,huggingface,0
can you show me the rebate current status?,Cold,huggingface,2
want help to report a trouble with online payment,Hot,huggingface,0
how do i inform of issues with a signup,Warm,huggingface,1
how can i report problems with online payments,Hot,huggingface,0
how do i unsubscribe fromur corporate newsletter,Warm,huggingface,1
I am trying to see what hours I can reach customer service,Warm,huggingface,1
i want help to list ur payment modalities,Hot,huggingface,0
how can I contact a human agent?,Warm,huggingface,1
Company is at a make-or-break inflection point. They said adopting our platform is non-negotiable for their roadmap.,Hot,synthetic,0
help to see the early exit penalty,Cold,huggingface,2
"spoke 2 procurement - all green, legal done, waiting on our end to send final docs",Hot,synthetic,0
"Budget approved for next year -- but specifically to renew with their current vendor, not to switch.",Cold,synthetic,2
could you help me reporting errors with online payment?,Hot,huggingface,0
can you help me create a different bloody platinum account?,Hot,huggingface,0
how can I list the accepted payment modalitiues?,Hot,huggingface,0
how do I sign up to the newsletter?,Warm,huggingface,1
can you help me listing your allowed payment modalities?,Hot,huggingface,0
